,sentence1,sentence2,predicted_score,score
3444,['A child in a green and white sports uniform is running over the grass'],['There is no little boy wearing a green soccer strip and running on the grass'],0.45462003350257874,2.9
3445,['A child in a green and white uniform for sports is running over the grass'],['A little boy is wearing a green soccer strip and is running on the grass'],0.6382473111152649,4.1
3446,['A little boy is wearing a green soccer strip and is running on the grass'],['A child in a green and white sports uniform is resting on the grass'],0.5241996049880981,3.4
3447,['A child in a green and white sports uniform is running over the grass'],['A little boy is wearing a green soccer strip and is running on the grass'],0.6435511708259583,4.2
3448,['A girl in a black hat is wearing a bikini at the beach'],['A black girl with no bikini is wearing a hat at the beach'],0.8368302583694458,2.7
3449,['A young lady in a bikini is lying on the beach'],['A lady who looks young is lying on the beach'],0.8603672385215759,4.3
3450,['A young lady in a bikini is lying on the beach'],['A young lady in a bikini is standing on the beach'],0.7847056984901428,4.2
3451,['A lady who looks young is lying on the beach'],['A girl in a black hat is wearing a bikini at the beach'],0.37267541885375977,3.3
3452,['The girl in the black hat is wearing a bikini at the beach'],['A young lady in a bikini is lying on the beach'],0.48347440361976624,3.5
3453,['A young lady in a bikini is lying on the beach'],['A girl in a black hat is wearing a bikini at the beach'],0.5018773674964905,3.7
3454,['The man is doing a handstand on the wet shore at the edge of the water at the beach'],['The man is doing a handstand on the wet sand at the edge of the water at the beach'],0.9598674774169922,4.5
3455,['A man is performing a handstand on the beach'],['A handstand is being performed by a man on the beach'],0.9769393801689148,4.9
3456,['A man is sitting on the beach'],['A man is performing a handstand on the beach'],0.5263370275497437,3.2
3457,['The man is doing a handstand on the wet sand at the edge of the water at the beach'],['A handstand is being performed by a man on the beach'],0.8774052858352661,4.4
3458,['The man is doing a handstand on the wet shore at the edge of the water at the beach'],['A man is performing a handstand on the beach'],0.8828095197677612,4.7
3459,['A boy of young age is playing in the park with his mother'],['A young boy is playing in the park with his mother'],0.9771737456321716,4.9
3460,['The boy in blue is running away from the woman in blue'],['A boy in blue is running away from a woman in blue'],0.9900869131088257,5.0
3461,['A young boy is playing in the park with his mother'],['The boy in blue is running away from the woman in blue'],0.2412780374288559,2.0
3462,['A young boy is playing in the park with his mother'],['A boy in blue is running towards a woman in blue'],0.29706862568855286,2.9
3463,['A boy of young age is playing in the park with his mother'],['A boy in blue is running away from a woman in blue'],0.2735079228878021,3.3
3464,['A little boy with brown hair is jumping off of a brown chair onto the floor'],['There is no little boy with brown hair jumping off of a brown chair onto the floor'],0.7480711936950684,3.9
3465,['A young boy is quickly jumping off a chair'],['A young boy is jumping off a chair'],0.9506473541259766,4.3
3466,['A young boy is jumping off a chair'],['A young boy is jumping onto a chair'],0.9300003051757812,4.4
3467,['One little boy with brown hair is jumping off of the brown chair onto the floor'],['A young boy is jumping off a chair'],0.6859663724899292,4.2
3468,['Two balls are bouncing against some colorful kids'],['Two kids are bouncing on colorful balls'],0.9077494740486145,3.5
3469,['The children are not wearing black tights and are not hopping'],['The children are wearing black tights and hopping'],0.8002744317054749,3.8
3470,['Two kids are bouncing on colorful balls'],['Some children are wearing black tights and hopping'],0.43103691935539246,2.3
3471,['The children are not wearing black tights and are not hopping'],['Two kids are bouncing on colorful balls'],0.4703487753868103,2.6
3472,['Two children are bouncing on colorful balls'],['The children are wearing black tights and hopping'],0.4143059253692627,2.3
3473,['Two kids are sitting on colorful balls'],['The children are wearing black tights and hopping'],0.3317205011844635,1.6
3474,['A little girl is frowning and taking off a fake nose and glasses'],['A little girl is smiling and wearing a fake nose and glasses'],0.6529355645179749,3.1
3475,['A little girl is smiling and wearing a fake nose and glasses'],['The blonde girl with the pink top is not smiling and not wearing funny glasses with a large nose attached'],0.49548783898353577,2.8
3476,['The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached'],['The little girl is smiling and wearing a fake nose and glasses'],0.6248380541801453,4.3
3477,['The blonde girl with the pink top is smiling and wearing funny glasses with a large nose attached'],['A little girl is smiling and wearing a fake nose and glasses'],0.62362140417099,4.1
3478,['A man is squirting water into the mouth of a white dog with a squirt gun'],['There is no man squirting water into the mouth of a white dog with a squirt gun'],0.7291393876075745,4.4
3479,['A man is squirting water into the mouth of a white dog with a squirt gun'],['The man is spraying a super soaker into the mouth of the dog'],0.6552403569221497,4.2
3480,['A man is spraying a super soaker into the mouth of a dog'],['There is no man squirting water into the mouth of a white dog with a squirt gun'],0.43285977840423584,3.1
3481,['A man is spraying a super soaker into the mouth of a dog'],['A man is squirting water into the mouth of a white dog with a squirt gun'],0.677880048751831,4.0
3482,['A boy under an umbrella is being held by his father who is wearing a coat dyed in blue'],['A boy under an umbrella is being held by his father who is wearing a blue coat'],0.9822376370429993,4.6
3483,['A child is experiencing a new world'],['A child is falling asleep'],0.38728058338165283,2.7
3484,['A boy under an umbrella is being held by his father who is wearing a blue coat'],['A child is amazedly experiencing a new world'],0.1470559984445572,1.6
3485,['A child is experiencing a new world'],['A boy under an umbrella is being held by his father who is wearing a coat dyed in blue'],0.18990685045719147,1.8
3486,['A child is experiencing a new world'],['A boy under an umbrella is being let go by his father who is wearing a blue coat'],0.12369735538959503,1.2
3487,"['A boy, who is wearing a blue coat, is being held by his father under an umbrella ']",['A child is experiencing a new world'],0.19414952397346497,1.7
3488,['A dog is playing alone on the shore covered by snow'],['A dog is walking along a snowdrift'],0.49816983938217163,3.6
3489,['A dog is sleeping on a beach covered by snow'],['A dog is walking along a snowdrift'],0.4575049877166748,2.7
3490,['A dog is walking along the snowdrift'],['A dog is playing alone on a beach covered by snow'],0.4732176661491394,2.7
3491,['A dog is playing alone on a beach covered by snow'],['There is no dog walking along a snowdrift'],0.47883445024490356,2.9
3492,['A light brown dog is running up a street'],['The light brown dog is running up a street'],0.9904325008392334,5.0
3493,['The dog is running into a brown light'],['A light brown dog is running up a street'],0.6847168803215027,2.835
3494,['A great dog is climbing a steep hill'],['A great dog is wildly climbing a steep hill'],0.9360597729682922,4.5
3495,['A great dog is climbing a steep hill'],['The light brown dog is running up a street'],0.44555994868278503,3.1
3496,['A great dog is climbing a steep hill'],['There is no light brown dog running up a street'],0.2816673815250397,2.5
3497,['The dog is running into a brown light'],['A great dog is climbing a steep hill'],0.2869640290737152,1.7
3498,['A great dog is climbing a steep hill'],['A light brown dog is running up a street'],0.4691239595413208,2.6
3499,['A man and a woman are walking down the street of a city'],['A man and a woman are walking down a city street'],0.9789445996284485,4.8
3500,['People are walking through a crowded street'],['People are walking through a street which is crowded'],0.9896697402000427,4.815
3501,['People are walking through a street which is crowded'],['A man and a woman are walking down a city street'],0.4567134976387024,3.3
3502,['A man and a woman are walking down the street of a city'],['People are walking through a crowded street'],0.4478282332420349,3.7
3503,['People are walking through a crowded street'],['A man and a woman are idling in a city street'],0.38279858231544495,2.8
3504,['A surfer is riding a big wave'],['The surfer is riding a big wave'],0.9901341795921326,5.0
3505,['The surfer is riding a small wave'],['The surfer is riding a big wave'],0.7091171741485596,3.9
3506,['A surfer is riding a big wave across dark green water'],['A surfer is riding a big wave'],0.8518471717834473,4.3
3507,['A surfer is riding a big wave across dark green water'],['The surfer is riding a big wave'],0.8398516178131104,4.4
3508,['The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses'],['The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses'],0.9677078723907471,4.5
3509,['The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses'],['The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses'],0.9222249388694763,3.1
3510,['The muscular black man is dancing and the man behind him is wearing green beads'],['The muscular man is dancing and the man behind him is wearing green beads'],0.8907232284545898,4.4
3511,['The muscular black man is dancing and the man behind him is wearing green beads'],['The muscular white man is dancing and the man behind him is wearing green beads'],0.8234148025512695,3.7
3512,['The muscular man is dancing and the man behind him is wearing green beads'],['The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses'],0.2671182155609131,2.1
3513,['The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses'],['The muscular white man is dancing and the man behind him is wearing green beads'],0.3160145580768585,2.1
3514,['The muscular black man is dancing and the man behind him is wearing green beads'],['The shirtless man in striped shorts and sunglasses is not standing near a man in a white shirt and sunglasses'],0.19932688772678375,2.0
3515,['The muscular black man is dancing and the man behind him is wearing green beads'],['The shirtless man in striped shorts and sunglasses is standing near a man in a white shirt and sunglasses'],0.20911955833435059,2.265
3516,['There is no person wearing grey pants who is airborne on a snowboard'],['A person wearing grey pants is airborne on a snowboard'],0.7043846249580383,3.0
3517,['A snowboarder is jumping through the air'],['A person wearing grey pants is airborne on a snowboard'],0.5932620167732239,4.2
3518,['A person is wearing grey pants on a snowboard'],['A snowboarding man is jumping through the air'],0.4373871684074402,3.5
3519,['There is no person wearing grey pants who is airborne on a snowboard'],['A snowboarding man is jumping through the air'],0.4120465815067291,2.7
3520,['A snowboarding man is jumping through the air'],['A person wearing grey pants is airborne on a snowboard'],0.5414698719978333,4.0
3521,['A tennis player with a green headband is hitting the ball'],['A tennis player with a green headband is missing the ball'],0.7852640748023987,4.4
3522,['A man is crouching and holding a camera'],['A person is crouching and holding a camera'],0.9036127924919128,4.6
3523,['A man is crouching and holding a camera'],['A woman is crouching and holding a camera'],0.7563287615776062,3.7
3524,['A man is squatting in brush and taking a photograph'],['There is no man squatting in brush and taking a photograph'],0.6398245096206665,3.7
3525,['A man is squatting in brush and taking a photo'],['A man is crouching and holding a camera'],0.5489341616630554,3.7
3526,['A man is squatting in brush and taking a photograph'],['A person is crouching and holding a camera'],0.472907155752182,4.1
3527,['A man is squatting in brush and taking a photograph'],['A woman is crouching and holding a camera'],0.3513229787349701,3.2
3528,['Some dogs are playing in a river'],['Some dogs are playing in a stream'],0.8595902323722839,4.6
3529,['Some dogs are playing in a stream'],['Two dogs are looking at something that is moving in the water'],0.5649347305297852,3.2
3530,['Two dogs are looking at something that is splashing in the water'],['Some dogs are playing in a river'],0.46696704626083374,3.3
3531,['Two dogs are looking at something that is splashing in the water'],['Some dogs are playing in a stream'],0.47958511114120483,3.0
3532,['A black dog is jumping from a cylindrical hay bale'],['A black dog is leaping from a cylindrical hay bale'],0.973355770111084,4.9
3533,['A white dog is leaping from a cylindrical hay bale'],['A black dog is leaping from a cylindrical hay bale'],0.820203423500061,3.6
3534,['A brown dog is jumping in the air'],['There is no brown dog jumping in the air'],0.6894794702529907,3.3
3535,['There is no brown dog jumping in the air'],['The brown dog is jumping in the air'],0.6830719113349915,3.5
3536,['A brown dog is jumping in the water'],['A brown dog is jumping in the air'],0.8269806504249573,3.8
3537,['The brown dog is jumping in the air'],['A brown dog is jumping in the air'],0.9931855797767639,4.5
3538,['A man on a horse is riding on a track and waving'],['A man on a motorcycle is riding on a track and waving'],0.7420284748077393,2.9
3539,['A man on a motorcycle is riding on a track and waving'],['The person on the motorcycle is holding up his arm'],0.4727496802806854,4.0
3540,['A man on a horse is riding on a track and waving'],['The person on the motorcycle is holding up an arm'],0.15354517102241516,1.8
3541,['Two adults are standing on a scooter in a field of yellow flowers'],['Two adults are standing on a scooter in a field of flowers'],0.9681731462478638,4.5
3542,['Two people wearing helmets are riding over the yellow and white flowers'],['Two people wearing helmets are driving over the yellow and white flowers'],0.8872009515762329,4.8
3543,['A person is riding a dirt bike up a dirt hill'],['A person is riding a dirt bike down a dirt hill'],0.8709398508071899,4.0
3544,['There is no person riding a bike along a muddy trail'],['A person is riding a bike along a muddy trail'],0.6998217105865479,3.3
3545,['A man is riding a dirt bike down a dirt hill'],['A person is riding a bike along a muddy trail'],0.514296293258667,3.9
3546,['A person is riding a bike along a muddy trail'],['A person is riding a dirt bike down a dirt hill'],0.6283203959465027,3.6
3547,['A man in blue is riding a horse on a dirt road'],['A man in blue is riding a animal on a dirt road'],0.9158009886741638,4.5
3548,['A man in blue is riding a horse on a dirt road'],['A woman in blue is riding a horse on a dirt road'],0.7936971783638,3.0
3549,['A man in blue is riding a horse on a dirt road'],['A man is riding a dirty horse on a blue road'],0.8940373063087463,3.6
3550,['A white horse is being ridden by a man in a blue cowboy hat'],['A man in blue is riding a horse on a dirt road'],0.5737197995185852,3.8
3551,['A man in a blue cowboy hat is riding a white horse'],['A woman in blue is riding a horse on a dirt road'],0.4417485296726227,3.0
3552,['A man in a blue cowboy hat is riding a white horse'],['A man is riding a dirty horse on a blue road'],0.5194751024246216,2.7
3553,['Three people are driving ATVs'],['ATVs are being driven by three people'],0.9302343130111694,5.0
3554,['Three people are driving four wheel ATVs in a street'],['Three people are driving four wheel ATVs in a field'],0.8535243272781372,3.7
3555,['Three people are driving four wheel ATVs in a field'],['ATVs are being driven by three people'],0.8133479952812195,4.6
3556,['Two white dogs and one brown dog are chasing a ball'],['Two white dogs and one brown dog are chasing a toy'],0.8758753538131714,4.5
3557,['Two white dogs and one brown dog are not chasing a ball'],['Two white dogs and one brown dog are chasing a ball'],0.8011881709098816,3.2
3558,['Two white cats are playing with a brown dog and a ball'],['Two white dogs are playing with a brown dog and a ball'],0.7756720781326294,3.6
3559,['Two white dogs are playing with a brown dog and a tennis ball'],['Two white dogs and one brown dog are chasing a ball'],0.7746325731277466,4.0
3560,['Two white cats are playing with a brown dog and a ball'],['Two white dogs and one brown dog are chasing a ball'],0.6260660290718079,3.5
3561,['Two white dogs are playing with a brown dog and a ball'],['Two white dogs and one brown dog are chasing a toy'],0.7792938351631165,4.3
3562,['A white race car is driving through a puddle'],['A white racing vehicle is driving through a puddle'],0.9580298662185669,4.635
3563,['The white rally car is throwing mud into the air and is approaching a bend in the track'],['A white rally car is throwing mud into the air and is approaching a bend in the track'],0.995010495185852,4.9
3564,['A white rally car is throwing mud into the air and is approaching a bend in the track'],['A black rally car is throwing mud into the air and is approaching a bend in the track'],0.8622004985809326,3.6
3565,['A white race car is driving through a puddle'],['The white rally car is throwing mud into the air and is approaching a bend in the track'],0.5773172378540039,3.5
3566,['A white rally car is throwing mud into the air and is approaching a bend in the track'],['A white racing vehicle is driving through a puddle'],0.6068084239959717,4.2
3567,['A white rally car is throwing mud into the air and is approaching a bend in the track'],['There is no white race car driving through a puddle'],0.47286736965179443,3.3
3568,['A dog is jumping at a shiny blue soccer ball in a field of dry leaves'],['There is no dog jumping at a shiny blue soccer ball in a field of dry leaves'],0.7472378015518188,3.5
3569,['A big black dog is wearing a red collar and is in the leaves with a blue ball'],['A little black dog is wearing a red collar and is in the leaves with a blue ball'],0.8698762655258179,4.0
3570,['A little black dog is wearing a red collar and is in the leaves with a blue ball'],['An animal is jumping at a shiny blue soccer ball in a field of dry leaves'],0.5227389931678772,3.2
3571,['A dog is not running towards a ball'],['A dog is running towards a ball'],0.734557032585144,2.5
3572,['A dog is running towards a ball'],['There is no dog running through a field and chasing a ball'],0.508790910243988,2.9
3573,['A dog is not running towards a ball'],['A dog is running through a field and is chasing a ball'],0.5725492835044861,2.6
3574,['Four athletes are with a man in a crowded stadium'],['Four athletes are with a person in a crowded stadium'],0.9463308453559875,4.7
3575,['Four athletes are with a man in a crowded stadium'],['Four athletes are with a woman in a crowded stadium'],0.8369008302688599,3.5
3576,['A person in a pink jacket is running onto the field'],['A person in pink is running onto the field'],0.9013429880142212,4.4
3577,['A person in a pink jacket is running onto the field'],['Four athletes are with a man in a crowded stadium'],0.17523495852947235,1.5
3578,['A fur scarf is being held by an Asian woman'],['An Asian woman is holding a fur scarf'],0.9685263633728027,5.0
3579,['An Asian woman is holding a fur scarf'],['There is no Asian woman holding a fur scarf'],0.6518340110778809,3.0
3580,['A woman dressed in elegant clothing is inside a crowd of people and is looking down'],['An elegant woman is inside a crowd of people and is looking down'],0.9498499631881714,4.8
3581,['An Asian woman is holding a fur scarf'],['A woman dressed in elegant clothing is inside a crowd of people and is looking up'],0.24306896328926086,1.7
3582,['A woman dressed in elegant clothing is inside a crowd of people and is looking down'],['A fur scarf is being held by an Asian woman'],0.2692817151546478,1.9
3583,['A boy in a white t-shirt is splashing in shallow water'],['There is no boy in a white t-shirt splashing in shallow water'],0.6787092685699463,3.0
3584,['A boy in a white t-shirt is splashing in shallow water'],['A boy is running through the sea at the beach'],0.3332252502441406,3.3
3585,['Two football players are scrambling for the ball on the court'],['Two basketball players are scrambling for the ball on the court'],0.8365110754966736,3.0
3586,['A basketball player is on the court floor and another one is grabbing the ball'],['A basketball player is on the court floor and the ball is being grabbed by another one'],0.9498609304428101,4.9
3587,['There is no basketball player on the court floor and no one is grabbing the ball'],['Two basketball players are scrambling for the ball on the court'],0.43576398491859436,3.5
3588,['Two football players are scrambling for the ball on the court'],['A basketball player is on the court floor and another one is grabbing the ball'],0.467546284198761,2.5
3589,['The black llama is curiously looking at the white dogs'],['The white dogs are looking curiously at the black llama'],0.9584330916404724,4.1
3590,['A black sheep is standing near three white dogs'],['A black sheep is standing close to three white dogs'],0.9860938787460327,4.8
3591,['The white dogs are looking curiously at the black llama'],['A black sheep is standing close to three white dogs'],0.5559297800064087,2.8
3592,['A black sheep is standing far from three white dogs'],['The white dogs are looking curiously at the black llama'],0.4822814464569092,1.9
3593,['The white dogs are looking curiously at the black llama'],['A black sheep is standing near three white dogs'],0.5542188286781311,3.0
3594,['Two poodles are in the snow and one is jumping high'],['Two poodles are in the snow and one is jumping'],0.9682057499885559,4.4
3595,['Two poodles are in the snow and one is lying down'],['Two poodles are in the snow and one is jumping high'],0.7929378151893616,3.9
3596,['A grey dog is jumping toward a black and white dog in the soft snow'],['Two poodles are in the snow and one is jumping high'],0.6204932928085327,2.9
3597,['Two poodles are in the snow and one is jumping high'],['A grey dog is jumping toward a black and white dog in the water'],0.47245603799819946,2.9
3598,['Two poodles are in the snow and one is jumping high'],['A grey dog is jumping toward a black and white dog in the snow'],0.6495823860168457,3.7
3599,['The man surrounded by photographers is wearing a gray suit and glasses'],['The man surrounded by men with a camera is wearing a gray suit and glasses'],0.9110112190246582,4.4
3600,['A photographer is being surrounded by men'],['A man in a suit is being surrounded by photographers'],0.8051133155822754,3.1
3601,['A man in a elegant dress is being surrounded by photographers'],['The man surrounded by photographers is wearing a gray suit and glasses'],0.6957007646560669,3.3
3602,['The man surrounded by photographers is wearing a gray suit and glasses'],['A man in a suit is not being surrounded by photographers'],0.6051913499832153,3.6
3603,['The man surrounded by men with a camera is wearing a gray suit and glasses'],['A man in a suit is being surrounded by photographers'],0.7421078085899353,4.0
3604,['The woman surrounded by photographers is wearing a gray suit and glasses'],['A man in a suit is being surrounded by photographers'],0.679102897644043,2.565
3605,['Children in swimming suits are not playing in the water'],['Children in swimming suits are playing in the water'],0.7999410033226013,4.2
3606,['The kids are wearing bathing suits and water is splashing around'],['The kids are not wearing suits and water is splashing around'],0.7537176012992859,4.4
3607,['Children in swimming suits are playing in the water'],['The boys are wearing bathing suits and water is splashing around'],0.624412477016449,4.0
3608,['Children in swimming suits are playing in the pool'],['The kids are wearing bathing suits and water is splashing around'],0.6951218247413635,4.0
3609,['Children in swimming suits are not playing in the water'],['The kids are wearing bathing suits and water is splashing around'],0.610457718372345,3.1
3610,['People are dangling from straps and kicking at each other'],['Nobody is dangling from straps and kicking at each other'],0.6293708086013794,3.785
3611,['A girl is hanging by gymnastic ropes'],['People are dangling from straps and kicking at each other'],0.25338390469551086,2.0
3612,['A blonde man is hanging by gymnastic ropes'],['People are dangling from straps and kicking at each other'],0.16498146951198578,2.1
3613,['A man dressed in black and white is holding up the tennis racket and is waiting for the ball'],['A player dressed in black and white is holding up the tennis racket and is waiting for the ball'],0.9219499826431274,4.4
3614,['A tennis player in mid game is holding a racquet'],['A racquet is being held by a tennis player in mid game'],0.9501664638519287,4.8
3615,['A man dressed in black and white is holding up the tennis racket and is waiting for the ball'],['A racquet is being held by a tennis player in mid game'],0.5920586585998535,3.8
3616,['A man dressed in black and white is holding up the tennis racket and is waiting for the ball'],['A tennis player in mid game is holding a racquet'],0.5958521962165833,4.0
3617,['A brown and white dog is playing on the grass'],['A brown and white dog is playing on the lawn'],0.9443040490150452,4.7
3618,['A dog is playing on the green grass'],['A brown and white cat is playing on the grass'],0.45892783999443054,3.3
3619,['A brown and white dog is playing on the grass'],['A dog is playing in the green field'],0.5269887447357178,3.6
3620,['A tan skinned kid is looking at the camera'],['A tan skinned child is looking at the camera'],0.9767611622810364,4.8
3621,['There is no tan skinned child looking at the camera'],['A tan skinned child is looking at the camera'],0.7047420740127563,3.7
3622,['A little boy with a bib is not watching the camera'],['A little boy with a bib is watching the camera'],0.8134747743606567,3.8
3623,['A young boy with a bib is watching the camera'],['A tan skinned child is looking at the camera'],0.5032844543457031,4.1
3624,['A young boy in the blue shirt is jumping into the water'],['The young boy in the blue shirt is jumping into the water'],0.9933047294616699,4.9
3625,['The young boy in the blue shirt is not jumping into the water'],['The young boy in the blue shirt is jumping into the water'],0.801797091960907,3.9
3626,['A young boy is diving into a still lake'],['A young boy is jumping into a still lake'],0.8455698490142822,5.0
3627,['A young girl is jumping into a still lake'],['A young boy is jumping into a still lake'],0.7662040591239929,3.5
3628,['The young boy in the blue shirt is jumping into the water'],['A young boy is diving into a still lake'],0.5647777915000916,4.0
3629,['A young boy is jumping into a still lake'],['The young boy in the blue shirt is not jumping into the water'],0.5408440232276917,3.3
3630,['Two people are carrying colorful baskets and blankets and walking near a building'],['Two people are carrying gray baskets and blankets and walking near a building'],0.9240871667861938,3.5
3631,['Two people are sitting with laden baskets and blankets'],['Two people are walking with laden baskets and blankets'],0.778048574924469,4.2
3632,['Two people are carrying colorful baskets and blankets and walking near a building'],['Two people are walking with laden baskets and colorful blankets'],0.8721700310707092,4.3
3633,['A young girl is sitting in a swimsuit'],['A young girl is sitting in swimming gear'],0.8807681202888489,4.5
3634,"['A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head']","['A young girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on her head']",0.8524751663208008,3.9
3635,"['A little girl is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swimming goggles on the head']",['A young girl is sitting in swimming gear'],0.5871773362159729,4.185
3636,"['A young boy is wearing a blue patterned swim suit, a black and yellow swim cap and has blue swim goggles on her head']",['A young girl is sitting in swimming gear'],0.5115745067596436,2.9
3637,['A dog is running on a snowy road'],['A dog is running on a snowy path'],0.9008134007453918,4.5
3638,['A dog is running on a muddy path'],['A dog is running on a snowy path'],0.6596606373786926,3.5
3639,['A brown dog is running through a snowy trail'],['A white dog is running through a snowy trail'],0.7672408223152161,3.4
3640,['A brown dog is running through a snowy path'],['A dog is running on a snowy path'],0.8654066324234009,4.5
3641,['A white dog is running through a snowy trail'],['A dog is running on a snowy path'],0.7864450812339783,4.3
3642,['A dog is running on a muddy path'],['A brown dog is running through a snowy trail'],0.5524046421051025,3.4
3643,['A brown dog is running through a snowy trail'],['A dog is running on a snowy path'],0.7822877168655396,4.0
3644,['Two boys in white outfits and red protective gear are sparring on a mat'],['Two children in white outfits and red protective gear are sparring on a mat'],0.9145293235778809,4.3
3645,['Two boys are doing martial arts on a green mat'],['Two boys are doing martial arts on a blue mat'],0.8528198599815369,3.9
3646,['Two kids are doing martial arts on a blue mat'],['Two children in white outfits and red protective gear are sparring on a mat'],0.7205582857131958,3.8
3647,['Two boys are doing martial arts on a blue mat'],['Two boys in white outfits and red protective gear are sparring on a mat'],0.7202709317207336,3.4
3648,['A black and white dog is playing with a broken volleyball'],['A black and white dog is playing with a broken ball'],0.8848506212234497,4.5
3649,['A black and white dog is playing with a frisbee in a brown field'],['A black and white dog is playing with a broken volleyball'],0.5327301621437073,3.6
3650,['A black and white dog is playing with a tattered volleyball in a brown field'],['A black and white dog is playing with a broken volleyball'],0.7629977464675903,4.3
3651,['A young boy in a helmet is riding a bike on the road'],['A bike is ridden on the road by a young boy in a helmet '],0.9339205026626587,4.9
3652,['A young boy in a helmet is riding a bike on the lawn'],['A young boy in a helmet is riding a bike on the road'],0.7875272631645203,3.5
3653,['The little boy is riding a bicycle in a race'],['A bicycle is being ridden by the little boy in a race'],0.913451611995697,4.8
3654,['The little boy is riding a bicycle in a race'],['The little girl is riding a bicycle in a race'],0.7646510601043701,3.6
3655,['A bicycle is being ridden by the little boy in a race'],['A young boy in a helmet is riding a bike on the road'],0.4731549322605133,3.6
3656,['A young boy in a helmet is riding a bike on the road'],['The little girl is riding a bicycle in a race'],0.27641919255256653,3.0
3657,['A woman is being smeared with brown substance and a blurry crowd is in the background'],['A topless woman is being covered in mud'],0.25880372524261475,3.4
3658,['A topless woman is being smeared with brown substance and a nobody is in the background'],['A topless woman is being covered in mud'],0.5366600155830383,4.0
3659,['A topless woman is being covered in mud'],['A topless woman is being smeared with a brown substance and a blurry crowd is in the background'],0.5063797235488892,3.8
3660,['Two boys and a man are playing games at an arcade'],['Two kids and a man are playing games at an arcade'],0.9145944714546204,4.6
3661,['Two kids and a man are playing games at an arcade'],['Two kids and a woman are playing games at an arcade'],0.9093023538589478,3.7
3662,['A family is not purchasing something at a vending machine'],['A family is purchasing something at the vending machine'],0.7405748963356018,3.8
3663,['A female cheerleader is jumping on the knee of a male cheerleader'],['A female cheerleader is sitting on the knee of a male cheerleader'],0.8223307728767395,3.58
3664,['Some cheerleaders are taking a break'],['Some cheerleaders are relaxing'],0.8634411692619324,4.45
3665,['Some cheerleaders are taking a break'],['Some cheerleaders are dancing'],0.6714159846305847,3.8
3666,['Some cheerleaders are taking a break'],['A female cheerleader is sitting on the knee of a man'],0.4642680287361145,2.9
3667,['A female cheerleader is sitting on the knee of a male cheerleader'],['Some cheerleaders are taking a break'],0.5725836753845215,3.5
3668,['A group of people is holding drinks and pointing at the camera'],['Drinks are being held by people pointing at the camera'],0.9392977952957153,4.8
3669,['Several young people are posing for a photo and holding beers'],['Several young people are posing for a photo and holding drinks'],0.9219954609870911,4.5
3670,['Several young people are posing for a photo and holding beers'],['Several old people are posing for a photo and holding beers'],0.8493872284889221,3.265
3671,['Several young people are posing for a photo and holding beers'],['A group of people is holding food and pointing at the camera'],0.5028123259544373,3.3
3672,['A girl with red hair and red eyebrows is talking'],['A girl with red hair and red eyebrows is in midspeech'],0.7871460318565369,4.6
3673,['A girl with red hair and red eyebrows is in midspeech'],"['The girl has red hair and eyebrows, several piercings in a ear and a tattoo on the back']",0.6893150210380554,3.4
3674,['A woman in blue has a yellow ball in the mitt'],['A woman in blue has a yellow ball in the hand'],0.8559011816978455,3.8
3675,['The girl in blue is chasing the base runner with a number on the jersey'],['The girl in blue is chasing the player with a number on the jersey'],0.8578163385391235,4.4
3676,['The girl in blue is chasing the base runner with a number on the jersey'],['A man in blue has a yellow ball in the mitt'],0.2348572462797165,2.7
3677,['The young man is not rock climbing'],['The young man is rock climbing'],0.7522137761116028,4.2
3678,['A man in a purple hat is climbing a rocky wall with bare hands'],['A rocky wall is climbed by a man in a purple hat with bare hands'],0.9550113081932068,4.9
3679,"[""A man in a purple hat isn't climbing a rocky wall with bare hands""]",['A man in a purple hat is climbing a rocky wall with bare hands'],0.8853493332862854,3.6
3680,['A rocky wall is climbed by a man in a purple hat with bare hands'],['The young man is rock climbing'],0.4066832959651947,4.2
3681,"[""A man in a purple hat isn't climbing a rocky wall with bare hands""]",['The young man is rock climbing'],0.3687368929386139,2.8
3682,['A man in a purple hat is climbing a rocky wall with bare hands'],['The young man is not rock climbing'],0.46371930837631226,3.3
3683,['A man in a purple hat is climbing a rocky wall with bare hands'],['The young man is rock climbing'],0.4305579662322998,3.7
3684,['A blond woman is sitting on the roof of a yellow vehicle and two people are inside'],['A woman with blond hair is sitting on the roof of a yellow vehicle and two people are inside'],0.9726936221122742,4.5
3685,['Two people are driving a jeep and a lady is sitting on the top of it'],['A blond woman is sitting on the roof of a yellow vehicle and two people are outside'],0.5187680125236511,2.5
3686,['A large brown cat is jumping over a red hurdle'],['A large brown dog is jumping over a red hurdle'],0.7905824184417725,3.4
